structure,nums,freq
D7L4D1,33,0.000005133284966382
L1D6S1L6S1L3,33,0.000005133284966382
L1D1L2D1L3D1,33,0.000005133284966382
L2S1D6S1,33,0.000005133284966382
L1S1L1D7,33,0.000005133284966382
L3S1L7S1L3,33,0.000005133284966382
L7S1L8,33,0.000005133284966382
L1D4L1,33,0.000005133284966382
D1L1D1L1D6,33,0.000005133284966382
D4S2L3,33,0.000005133284966382
L5D1L2D1L1,33,0.000005133284966382
D2L6D3,33,0.000005133284966382
D1S1D3S1D2,33,0.000005133284966382
D4L1D6,33,0.000005133284966382
L5D1L1D2L1,33,0.000005133284966382
L1D1L5D1L4,33,0.000005133284966382
L16D3,33,0.000005133284966382
L5D7L1,33,0.000005133284966382
L3D3L9,33,0.000005133284966382
L3S1L4D2,33,0.000005133284966382
L3S3D8,33,0.000005133284966382
L1S1D11,33,0.000005133284966382
L5D4S1D4,33,0.000005133284966382
L6D8L1,33,0.000005133284966382
D8S1L7,33,0.000005133284966382
D8L5D3,32,0.000004977730876491
L2D1S1D7,32,0.000004977730876491
L3D1L3,32,0.000004977730876491
D5L2D5L2,32,0.000004977730876491
L7D4S4,32,0.000004977730876491
S1L6D3S1,32,0.000004977730876491
L1D1L2D1L1D2,32,0.000004977730876491
S1L2D8,32,0.000004977730876491
D3L1D2L1D1,32,0.000004977730876491
D6S5,32,0.000004977730876491
L3S1D3,32,0.000004977730876491
L4D1L2D4,32,0.000004977730876491
L1D6S1L8S1L3,32,0.000004977730876491
L2D1L11,32,0.000004977730876491
L2D2L10,32,0.000004977730876491
D5L4D3,32,0.000004977730876491
L5D3S1D3,32,0.000004977730876491
L13D1S1,32,0.000004977730876491
L10D2L2,32,0.000004977730876491
L7S1D4S1,32,0.000004977730876491
S3D5,32,0.000004977730876491
L4D1L9,32,0.000004977730876491
L4S1L4S1,32,0.000004977730876491
L2D3L2,32,0.000004977730876491
L2D2S4,32,0.000004977730876491
S12,32,0.000004977730876491
L3S1L3D7,32,0.000004977730876491
D3L3S1L3,32,0.000004977730876491
D3L1D1L1D2,32,0.000004977730876491
L6S1L3D3,32,0.000004977730876491
L5S1D3S1,32,0.000004977730876491
D6L1D5,32,0.000004977730876491
D2L4,32,0.000004977730876491
L2D6L7,32,0.000004977730876491
L3D2S1L2,32,0.000004977730876491
D2L3D1L3,32,0.000004977730876491
L7S2D1,32,0.000004977730876491
L4D1L10,32,0.000004977730876491
L2D8L6,32,0.000004977730876491
L5D8S3,32,0.000004977730876491
D4L1D1L1D2,32,0.000004977730876491
L10D1L2,32,0.000004977730876491
L7D2S1D2,32,0.000004977730876491
S2D7S2,32,0.000004977730876491
S1D3S1D3,32,0.000004977730876491
S1D6L2,32,0.000004977730876491
D6L5D2,32,0.000004977730876491
L4D2L1D3,31,0.000004822176786601
S1L5D2,31,0.000004822176786601
L1D3L1D2L1,31,0.000004822176786601
D2L2D1L1D1L1,31,0.000004822176786601
S3L5,31,0.000004822176786601
L4D2S3,31,0.000004822176786601
L4D1L5D1,31,0.000004822176786601
D3L3D2L2,31,0.000004822176786601
L2D2L1D1L3,31,0.000004822176786601
L2D2L3D2L1,31,0.000004822176786601
L1D1L6D1L1,31,0.000004822176786601
D2L1D1L1D1L2,31,0.000004822176786601
D2S1D5,31,0.000004822176786601
D1L1D2L1D1L2,31,0.000004822176786601
L6D3S1D1,31,0.000004822176786601
L1D4L2D2,31,0.000004822176786601
L1S1L4D2,31,0.000004822176786601
L4D10L2,31,0.000004822176786601
D2S1L5,31,0.000004822176786601
L1D1L1D1L1D1L1D1S1,31,0.000004822176786601
L4D2S1D1,31,0.000004822176786601
L2D1L2D2L2,31,0.000004822176786601
L5D2L7,31,0.000004822176786601
D3S1D5,31,0.000004822176786601
L8D6L1,31,0.000004822176786601
D1L7S1,31,0.000004822176786601
L10D1S1D1,31,0.000004822176786601
L3S1D6S1L3,31,0.000004822176786601
D2L3D1L1D1,31,0.000004822176786601
L2S1D12,31,0.000004822176786601
L2D1L2D7,31,0.000004822176786601
L1D4L1D1L1D2,31,0.000004822176786601
L2D4S1D3S1L3,31,0.000004822176786601
D7L5D4,31,0.000004822176786601
L13S1D1,31,0.000004822176786601
D6S1L9,31,0.000004822176786601
L1D6S3,31,0.000004822176786601
D1L1D1L3D2,31,0.000004822176786601
L6S1,31,0.000004822176786601
L3D1L2D6,31,0.000004822176786601
D6S3L3,31,0.000004822176786601
L3S3D2,31,0.000004822176786601
L1D4L8,31,0.000004822176786601
L3S1L10,30,0.000004666622696711
D4L8S1,30,0.000004666622696711
D8L5S1,30,0.000004666622696711
L4S2D8,30,0.000004666622696711
L2D1L4D4,30,0.000004666622696711
D8L6S1,30,0.000004666622696711
L2D3L3D2,30,0.000004666622696711
L6S1D6S1,30,0.000004666622696711
L1D2L3D1L2,30,0.000004666622696711
L3S1L4S1,30,0.000004666622696711
D6L2D5,30,0.000004666622696711
D1L10D1,30,0.000004666622696711
L1D1L1S1D1L1S1D1,30,0.000004666622696711
L1D2L3D3,30,0.000004666622696711
L5D3L8,30,0.000004666622696711
L11D3L1,30,0.000004666622696711
S1D1S1D1S1D1S1D1,30,0.000004666622696711
L1D7L1D7,30,0.000004666622696711
L3D6L3S1,30,0.000004666622696711
D8L4D4,30,0.000004666622696711
L1D1L1D1L4D1,30,0.000004666622696711
L6D4S1D3S1L3,30,0.000004666622696711
S2L2D4,30,0.000004666622696711
D3L1D7,30,0.000004666622696711
D2L2D4L2,30,0.000004666622696711
L2D1L1D1L1D1L1D1L1,30,0.000004666622696711
L5S1D10,30,0.000004666622696711
D1L2D2L4,30,0.000004666622696711
L1S1L1S1L1S1L1S1,30,0.000004666622696711
L1D1S1L1D1S1L1D1S1,30,0.000004666622696711
D3L1D4L1D3L1,30,0.000004666622696711
L1D1L2D2L1D1,30,0.000004666622696711
L8S2D6,30,0.000004666622696711
S1L4D4S1,30,0.000004666622696711
D6L1D2L1,30,0.000004666622696711
L1D19,30,0.000004666622696711
D2L5,30,0.000004666622696711
D1L1D2L1D2L1,30,0.000004666622696711
L1S1L1D8,30,0.000004666622696711
L3D17,30,0.000004666622696711
L2S1L1D4,30,0.000004666622696711
L6D7S3,30,0.000004666622696711
D1L1D2L2D1L1,30,0.000004666622696711
D2L2D2L1D1,30,0.000004666622696711
L5D3L3D3,30,0.000004666622696711
D9L4S1,30,0.000004666622696711
S1L4D3S1,30,0.000004666622696711
L1D5L1D3,30,0.000004666622696711
L3D10S2,30,0.000004666622696711
S3L7,30,0.000004666622696711
L2D3L3D3L1,29,0.000004511068606820
L1D1L1D1L2D3,29,0.000004511068606820
L2S1L2S1D4,29,0.000004511068606820
L8D1S1D2,29,0.000004511068606820
L6S2D7,29,0.000004511068606820
D1L2D3L1D1,29,0.000004511068606820
L3D11L3,29,0.000004511068606820
L1D3L1D3L2,29,0.000004511068606820
D5L1,29,0.000004511068606820
D6L1D1L1D1,29,0.000004511068606820
D3S1D3L3,29,0.000004511068606820
L1D4L9,29,0.000004511068606820
S1D4L4,29,0.000004511068606820
L3S1D3S1D3,29,0.000004511068606820
L6D2S1D2,29,0.000004511068606820
L3S1L8S1L3,29,0.000004511068606820
L3D3L2S1,29,0.000004511068606820
D1L3S4,29,0.000004511068606820
D4L2D1L1,29,0.000004511068606820
L2D1L5D2,29,0.000004511068606820
L3S1D8S1,29,0.000004511068606820
S1L2D5,29,0.000004511068606820
L2D2L1D2L2,29,0.000004511068606820
L4D9S2,29,0.000004511068606820
S2L7,29,0.000004511068606820
L7S2D6,29,0.000004511068606820
L2S1L4D1,29,0.000004511068606820
L3D2S1L3,29,0.000004511068606820
L4D1L6D1L2,29,0.000004511068606820
L5D2S1D2,29,0.000004511068606820
L4D1L1,29,0.000004511068606820
L3S1D2L2,29,0.000004511068606820
D1L1D4L2,29,0.000004511068606820
L9D2S2,29,0.000004511068606820
L5D10S1,29,0.000004511068606820
L3D2L1D1L2,29,0.000004511068606820
L1D1L2D3L1,29,0.000004511068606820
L7D13,29,0.000004511068606820
L2D4L9,29,0.000004511068606820
D3L2D3L3,29,0.000004511068606820
L13S3,29,0.000004511068606820
D2L7D1,29,0.000004511068606820
S2L3D6,29,0.000004511068606820
D8L3D1,29,0.000004511068606820
L2D3L9,29,0.000004511068606820
L1D1L1D1L2D1L1D1L1,29,0.000004511068606820
D2L1D2L1D3L1,29,0.000004511068606820
L7S1L4S1L3,29,0.000004511068606820
D1L2D3L2,29,0.000004511068606820
S1L1D7,29,0.000004511068606820
L1D1L4D2L1,29,0.000004511068606820
L6D7L1,29,0.000004511068606820
L3D6L3D6,29,0.000004511068606820
L4S1L3S1L3,29,0.000004511068606820
D1L1D1L1D1L1D1L3,29,0.000004511068606820
L1D1L1D1L1D1S3,29,0.000004511068606820
L10S1L9,28,0.000004355514516930
L11S2D3,28,0.000004355514516930
L2S1L3,28,0.000004355514516930
L5D3S1D3S1L3,28,0.000004355514516930
S1L6D7,28,0.000004355514516930
D1L1D1L2D1L3,28,0.000004355514516930
L13D2S1,28,0.000004355514516930
L2D3S4,28,0.000004355514516930
L3D2L4D2L1,28,0.000004355514516930
L4D1L3D4,28,0.000004355514516930
L5D4L5D4,28,0.000004355514516930
L5S1L3D1,28,0.000004355514516930
L1D4L6,28,0.000004355514516930
D1L2D1L4D1,28,0.000004355514516930
D1S1L7,28,0.000004355514516930
L2S1L2S1L3,28,0.000004355514516930
D7S5,28,0.000004355514516930
D6S2D2,28,0.000004355514516930
D2L1D2L1D1L1,28,0.000004355514516930
L2D7L6,28,0.000004355514516930
L5S1L9,28,0.000004355514516930
L5S1L3D6,28,0.000004355514516930
L6D3L6D3,28,0.000004355514516930
S2D4S2,28,0.000004355514516930
D4L8D3,28,0.000004355514516930
D3S1D3S1L3,28,0.000004355514516930
D2L1D8,28,0.000004355514516930
L2D1L2D3L1,28,0.000004355514516930
L4D4L3D3,28,0.000004355514516930
L1D6L1D1,28,0.000004355514516930
D2S1L7,28,0.000004355514516930
D4L5D1,28,0.000004355514516930
L8S1L7,28,0.000004355514516930
L4D1L1D1L2D1,28,0.000004355514516930
L2D2S1L3,28,0.000004355514516930
L3S1D3L2,28,0.000004355514516930
L16D1,28,0.000004355514516930
L2D6S1L2,28,0.000004355514516930
D9L3S2,28,0.000004355514516930
L3D4L2D1,28,0.000004355514516930
L5D3S1D1,28,0.000004355514516930
L4S1L3S1,28,0.000004355514516930
L4D9L1,28,0.000004355514516930
L7S3D4,28,0.000004355514516930
L4S1D1S1D1,28,0.000004355514516930
S1L8D3,28,0.000004355514516930
L1D1L1D2L2D1,28,0.000004355514516930
L2D1L3D6,28,0.000004355514516930
L2D1L3D2L1,28,0.000004355514516930
S5D5,28,0.000004355514516930
L2D3L2D6,28,0.000004355514516930
L2D18,28,0.000004355514516930
L11S1L4,28,0.000004355514516930
L5S6,28,0.000004355514516930
L3D15,28,0.000004355514516930
D1L2D2L1D1L1,28,0.000004355514516930
L2S1L4D6,28,0.000004355514516930
D10L1S1,28,0.000004355514516930
L1D9S2,28,0.000004355514516930
L5S1L4D3,28,0.000004355514516930
D2L1D2L2D1,28,0.000004355514516930
L11D1L1,28,0.000004355514516930
L3S1L2D7,28,0.000004355514516930
D3S3L2,28,0.000004355514516930
L3D2S3,28,0.000004355514516930
L1D2L1D1L2D1,28,0.000004355514516930
L5D1S1D3,28,0.000004355514516930
L3D9S3,28,0.000004355514516930
D4S2L4,28,0.000004355514516930
S2D8S2,28,0.000004355514516930
L2D1L5D1L1,28,0.000004355514516930
L2D2L2D1L2,27,0.000004199960427040
L5S1L3S1L2,27,0.000004199960427040
L3D3S1D2,27,0.000004199960427040
L2S2L4,27,0.000004199960427040
L3S1L6D4,27,0.000004199960427040
L7D5L1,27,0.000004199960427040
L3D1L2D1L1D1,27,0.000004199960427040
L3D2S1D3,27,0.000004199960427040
L1D2L2D1L3,27,0.000004199960427040
L2D2L2S2,27,0.000004199960427040
L2S1L4S1,27,0.000004199960427040
L2D1L2D6,27,0.000004199960427040
L3S1L4S1D3,27,0.000004199960427040
L4S2L3,27,0.000004199960427040
L5D5L5,27,0.000004199960427040
D1L2S1D1L1S2,27,0.000004199960427040
L4D8S3,27,0.000004199960427040
L7S5,27,0.000004199960427040
L1D1L3D2L2,27,0.000004199960427040
L1D3L1D1L2,27,0.000004199960427040
L11S4,27,0.000004199960427040
L3S1D2S1L3,27,0.000004199960427040
D4L2D2L2,27,0.000004199960427040
L17D3,27,0.000004199960427040
D1L4D1L3D1,27,0.000004199960427040
L2D1L2D1L2D1L1,27,0.000004199960427040
L1D2L1D1L4,27,0.000004199960427040
L4D4S1L2,27,0.000004199960427040
D1L1D1L1D1L1D5,27,0.000004199960427040
L11D3L2,27,0.000004199960427040
L4D4S1L3,27,0.000004199960427040
L3D2L2D1L2,27,0.000004199960427040
L1D14L1,27,0.000004199960427040
D2L8S1,27,0.000004199960427040
D1L1D1L1D1L1D6,27,0.000004199960427040
L3D4L3D2,27,0.000004199960427040
L3D4L2D2,27,0.000004199960427040
D8L7S1,27,0.000004199960427040
L1S1L2D6,27,0.000004199960427040
D1L1D4L1D3,27,0.000004199960427040
D3L3D1L2,27,0.000004199960427040
L6D2S1D1,27,0.000004199960427040
L9D4L1,27,0.000004199960427040
L2D1L1D1L1D1L1D1,27,0.000004199960427040
D7L11,27,0.000004199960427040
D1L2D1L1D1L1D1,27,0.000004199960427040
L2D3L3D1,27,0.000004199960427040
L5D1L1S1,27,0.000004199960427040
D8L1D1L1,27,0.000004199960427040
L2D4S1L4,27,0.000004199960427040
D1L1D1L1D2L1D1,27,0.000004199960427040
D7L4D2,27,0.000004199960427040
D7L6D3,27,0.000004199960427040
L3D2L3D3,27,0.000004199960427040
L4D7S3,27,0.000004199960427040
D4L4D5,27,0.000004199960427040
L10S3D3,27,0.000004199960427040
D3L2D8,27,0.000004199960427040
L3D10L1,26,0.000004044406337149
D3L3D3L2,26,0.000004044406337149
D2L2D1L2D1,26,0.000004044406337149
D6L3D7,26,0.000004044406337149
D3S6,26,0.000004044406337149
D2L7S1,26,0.000004044406337149
L4D1S1D3,26,0.000004044406337149
L1D3L3D3L2,26,0.000004044406337149
L1D6L6,26,0.000004044406337149
L4D3L3D4,26,0.000004044406337149
L14D1S1,26,0.000004044406337149
S2L1D6,26,0.000004044406337149
L1D2L3D2L2,26,0.000004044406337149
D3S1D4S1D1,26,0.000004044406337149
D1L1D2L2D2,26,0.000004044406337149
L1D1L3D1L2D1,26,0.000004044406337149
D1L3D1L3D1L1,26,0.000004044406337149
L3D1S1D4,26,0.000004044406337149
S2L4S2,26,0.000004044406337149
L3D1L10,26,0.000004044406337149
D2L1D2L1D3,26,0.000004044406337149
S2L2D6,26,0.000004044406337149
L4S1L10,26,0.000004044406337149
L4S1L3S1D4,26,0.000004044406337149
L6S5,26,0.000004044406337149
D6S2L4,26,0.000004044406337149
L3D1L2D1L1D1L1,26,0.000004044406337149
L5S2D1,26,0.000004044406337149
L6D4S1L2,26,0.000004044406337149
D3L1D4L1D4L1,26,0.000004044406337149
L1D1L1D1L1D8,26,0.000004044406337149
S2L4D3,26,0.000004044406337149
D9L3D3,26,0.000004044406337149
L2D3S1L4,26,0.000004044406337149
L1D8L4,26,0.000004044406337149
L5D1L2D2,26,0.000004044406337149
L3D5S3,26,0.000004044406337149
L1D1L1D1L1D6,26,0.000004044406337149
D1L1D4L1D1,26,0.000004044406337149
L3D3L3D6,26,0.000004044406337149
D2L1D2L1D2L1D2,26,0.000004044406337149
D1L2D1L1D3,26,0.000004044406337149
L3S1L4S1L3S1L2,26,0.000004044406337149
L1D1L4D1L1D1L1,26,0.000004044406337149
L8D1L5,26,0.000004044406337149
D4S2D2,26,0.000004044406337149
D1L1D1L1D2L3,26,0.000004044406337149
D2L1D1L2D1L1,26,0.000004044406337149
D6L2D7,26,0.000004044406337149
L5D1S3,26,0.000004044406337149
L1D8S2,26,0.000004044406337149
L1D1L1D2L1D3,25,0.000003888852247259
L2D6L1D1,25,0.000003888852247259
L3D6L3D4,25,0.000003888852247259
D4L2D1L2,25,0.000003888852247259
L4D1L1D6,25,0.000003888852247259
L4S1L2S1,25,0.000003888852247259
L1D1L2D1L1D1L2,25,0.000003888852247259
L5D2S1L3,25,0.000003888852247259
L3S1D4L3,25,0.000003888852247259
L4S1D3L3,25,0.000003888852247259
D6L6D1,25,0.000003888852247259
D6L2S3,25,0.000003888852247259
L1D4L1D2L1,25,0.000003888852247259
L2D4L10,25,0.000003888852247259
L3D1L9,25,0.000003888852247259
D1L3D1L2D1L1,25,0.000003888852247259
L2D1L3D1L4D1,25,0.000003888852247259
L3D1S1D1L3,25,0.000003888852247259
L11D4L1,25,0.000003888852247259
L10D2S2,25,0.000003888852247259
L1D1L1D1L3D1L1,25,0.000003888852247259
L1D2L3D4,25,0.000003888852247259
L1D4L2D4,25,0.000003888852247259
L2S1D3L2,25,0.000003888852247259
L12S1D4,25,0.000003888852247259
S1L8D6,25,0.000003888852247259
L1D4L1D1L1,25,0.000003888852247259
D1L1D1L2D2L1,25,0.000003888852247259
L2S1D5L1,25,0.000003888852247259
L3D6S1D3,25,0.000003888852247259
D4S1L8,25,0.000003888852247259
L9S2D2,25,0.000003888852247259
L3S2L1D3,25,0.000003888852247259
L6S2D8,25,0.000003888852247259
L2S1L3S1L3,25,0.000003888852247259
D3L6D6,25,0.000003888852247259
L6D9L1,25,0.000003888852247259
D4L6S2,25,0.000003888852247259
D9S1L5,25,0.000003888852247259
D8L2D6,25,0.000003888852247259
D11L2D3,25,0.000003888852247259
D2L1D2L4,25,0.000003888852247259
L3D1S1L5,25,0.000003888852247259
L2D1L3D1L3D1,25,0.000003888852247259
D1L5D6,25,0.000003888852247259
D2L1D2L1D2L2,25,0.000003888852247259
D1L3D7,25,0.000003888852247259
L4D3S1L4,25,0.000003888852247259
L2D12S1,25,0.000003888852247259
L8D3L5,25,0.000003888852247259
L2D4L2S1,25,0.000003888852247259
L8D4S4,25,0.000003888852247259
L5S1D1S1,25,0.000003888852247259
S3D11,25,0.000003888852247259
D4S1D8,25,0.000003888852247259
S1L3D9,25,0.000003888852247259
D1L1D1L4D1L1,25,0.000003888852247259
S1L6D8,25,0.000003888852247259
L8S1L4S1L3,25,0.000003888852247259
L1S1L4D3,25,0.000003888852247259
L4S1L4S1D4,25,0.000003888852247259
L6S3D4,25,0.000003888852247259
L8S2D1,25,0.000003888852247259
L4S1L5D4,25,0.000003888852247259
L2D2L1D2L1D2,25,0.000003888852247259
L1D3L1D3S1,25,0.000003888852247259
L3D1L1D2L3,24,0.000003733298157368
D5L3D5,24,0.000003733298157368
D2L2D3L2,24,0.000003733298157368
L2D1S1D4,24,0.000003733298157368
L8S1D8,24,0.000003733298157368
D9L2D4,24,0.000003733298157368
L2D2L1D5,24,0.000003733298157368
L7D1L1D1L1,24,0.000003733298157368
L1D11L3,24,0.000003733298157368
L2S1D4L2,24,0.000003733298157368
D1L1D10,24,0.000003733298157368
L3S1L3D3S1L3,24,0.000003733298157368
L1D1L1D1L1D1L5,24,0.000003733298157368
L3S1D2S1D2,24,0.000003733298157368
L9S3D3,24,0.000003733298157368
L2D1L3D2L2,24,0.000003733298157368
L3S1L2S1L2,24,0.000003733298157368
S1L5D6,24,0.000003733298157368
L1D1L1D1L1D1L1D1L1D2,24,0.000003733298157368
D6S2D6,24,0.000003733298157368
L1D2L4D1L1,24,0.000003733298157368
L1S2D6,24,0.000003733298157368
L1D1L1D3L1D1,24,0.000003733298157368
L3D6S1D1,24,0.000003733298157368
L2S1L3D7,24,0.000003733298157368
D2L1D2L1D4,24,0.000003733298157368
D6S1D5,24,0.000003733298157368
L5S1,24,0.000003733298157368
L2D1L1D3L1,24,0.000003733298157368
D6S1D3S1L3,24,0.000003733298157368
L5S2D7,24,0.000003733298157368
D1L11D1,24,0.000003733298157368
D6L5S2,24,0.000003733298157368
L1D7L1D1,24,0.000003733298157368
L1D8L1S1,24,0.000003733298157368
L1D1L1D1L1D1L1D5,24,0.000003733298157368
S3D9,24,0.000003733298157368
D3L4S3,24,0.000003733298157368
D8L4S2,24,0.000003733298157368
D1L2D8,24,0.000003733298157368
L2D9L4,24,0.000003733298157368
L2D2L3D1L1,24,0.000003733298157368
L5S5,24,0.000003733298157368
L5S1D6S1,24,0.000003733298157368
S1L7D4S1,24,0.000003733298157368
L4S4D4,24,0.000003733298157368
D1S1D11,24,0.000003733298157368
D9L2S2,24,0.000003733298157368
L2D6L2S1,24,0.000003733298157368
L4D7L5,24,0.000003733298157368
D6L9S1,24,0.000003733298157368
L3D1S1D5,24,0.000003733298157368
D1L2D2L1D2,24,0.000003733298157368
D3L1D3S1,24,0.000003733298157368
D3L1D3L3,24,0.000003733298157368
L6S1L2D1,24,0.000003733298157368
D4L3S1L3,24,0.000003733298157368
L18D2,24,0.000003733298157368
D4L1D7,24,0.000003733298157368
L3D8L3S1,24,0.000003733298157368
L1D1L1D1L1D1L1D1L1D1L1D1L1D1L1D1,24,0.000003733298157368
D3L3D3S1,24,0.000003733298157368
D2S1D6,24,0.000003733298157368
D6L3D5,24,0.000003733298157368
L1D1L4D1L1D1,24,0.000003733298157368
D6L6S2,24,0.000003733298157368
L1D6L1D2,24,0.000003733298157368
D1S1D7L3,24,0.000003733298157368
D4S1L9,24,0.000003733298157368
L3D1L3D1L2D1,24,0.000003733298157368
L2D1L2D1L1D2,24,0.000003733298157368
D12S1L3,24,0.000003733298157368
L6D3S1D2,24,0.000003733298157368
L7D5L3,24,0.000003733298157368
L3D6S1L2,24,0.000003733298157368
L2D6S1D1,24,0.000003733298157368
D1S1D2S1D2S1D1,24,0.000003733298157368
L2S1L3S1L2,24,0.000003733298157368
L1D6L1D3,24,0.000003733298157368
D11S4,24,0.000003733298157368
L2D1L1D1L2D1L1,23,0.000003577744067478
L1D1L2D5,23,0.000003577744067478
L7D5L2,23,0.000003577744067478
D2L2D2L4,23,0.000003577744067478
L1D1L1D1L1D1L1D1L1D1L1D1L1,23,0.000003577744067478
D1L12D1,23,0.000003577744067478
L6D2L7,23,0.000003577744067478
D2S2D4,23,0.000003577744067478
L3S1L3S1D6,23,0.000003577744067478
L4S1D6S1,23,0.000003577744067478
D3L6D2,23,0.000003577744067478
S1L3D11,23,0.000003577744067478
L8S1D3S1,23,0.000003577744067478
L10D1L3,23,0.000003577744067478
L12S2D2,23,0.000003577744067478
L9S6,23,0.000003577744067478
L3D2L2D1L1,23,0.000003577744067478
L2D3L10,23,0.000003577744067478
L7S1L2D4,23,0.000003577744067478
D10L10,23,0.000003577744067478
S6L3,23,0.000003577744067478
L2S3D4,23,0.000003577744067478
L6D1L1D1L1D1,23,0.000003577744067478
L3S1L2S1D4,23,0.000003577744067478
S6D5,23,0.000003577744067478
L3S1L5D4,23,0.000003577744067478
D1L4D7,23,0.000003577744067478
L5D2L3D2,23,0.000003577744067478
D3S2D3S2,23,0.000003577744067478
L6S1L5S1L3,23,0.000003577744067478
L3D1L11,23,0.000003577744067478
S4L6,23,0.000003577744067478
D11S1D1,23,0.000003577744067478
L3D1L2D2L2,23,0.000003577744067478
D1L1D1L1D1L1D1L1D2,23,0.000003577744067478
L3S3D7,23,0.000003577744067478
L7D3S1D3,23,0.000003577744067478
L1D4S1L2,23,0.000003577744067478
L5D1L1D4,23,0.000003577744067478
L8D7L1,23,0.000003577744067478
L2D2L9,23,0.000003577744067478
D4L4S4,23,0.000003577744067478
S1D1L1D1L1D1L1D1L1,23,0.000003577744067478
S6D2,23,0.000003577744067478
L2D4L1D4,23,0.000003577744067478
L2D1L2D1L1D1L1,23,0.000003577744067478
S1D3L6,23,0.000003577744067478
S3L3D4,23,0.000003577744067478
L6S4D4,23,0.000003577744067478
L1D1L1D1L2D4,23,0.000003577744067478
D7S1D1S1,23,0.000003577744067478
S2L3D7,23,0.000003577744067478
L1D6L5,23,0.000003577744067478
L6S1L4D3,23,0.000003577744067478
L2D5S3,23,0.000003577744067478
L6D5L1,23,0.000003577744067478
L2D15,23,0.000003577744067478
D6L2S1L3,23,0.000003577744067478
D10S1L4,23,0.000003577744067478
L3D3L1D1L1,23,0.000003577744067478
S1L4D7,23,0.000003577744067478
S1L5D4S1,23,0.000003577744067478
D3L2D2L2,23,0.000003577744067478
D1L2D1L1D1L3,23,0.000003577744067478
L5D1L9,23,0.000003577744067478
L3S1L3S1L4,23,0.000003577744067478
D4L1D4L1D4L1,23,0.000003577744067478
D2S1L6,23,0.000003577744067478
L3S1L3D8,23,0.000003577744067478
L4D2S1L3,23,0.000003577744067478
D9L2D3,23,0.000003577744067478
D3S1L3D3,23,0.000003577744067478
D5L1D6,23,0.000003577744067478
D2L1D1L5,23,0.000003577744067478
D1L5,23,0.000003577744067478
L5D4S1D3S1L3,23,0.000003577744067478
L3D2L1D6,23,0.000003577744067478
D7S1D6,22,0.000003422189977588
L10D5S1,22,0.000003422189977588
L3D2L2D6,22,0.000003422189977588
L1D3L1D2L1D2,22,0.000003422189977588
D2L1D1L2D2,22,0.000003422189977588
L1D2L1D2L1D4,22,0.000003422189977588
D6L3S1L3,22,0.000003422189977588
L8S6,22,0.000003422189977588
L8S1D4S1,22,0.000003422189977588
L16D2,22,0.000003422189977588
L5D1L2S1,22,0.000003422189977588
L3D5L3D5,22,0.000003422189977588
L2D2L2,22,0.000003422189977588
L5D1L4D1,22,0.000003422189977588
L1D1L2D1L1D1L3,22,0.000003422189977588
L6S1L2D4,22,0.000003422189977588
S1L4S1L3,22,0.000003422189977588
L6D1S1D3,22,0.000003422189977588
L1D2L2D1L4,22,0.000003422189977588
L5D2S1D3S1L3,22,0.000003422189977588
L3D1L1D6,22,0.000003422189977588
S6D3,22,0.000003422189977588
L1D1L4D1L2D1,22,0.000003422189977588
D2L2D7,22,0.000003422189977588
L3D2L6D1,22,0.000003422189977588
S1L1D8,22,0.000003422189977588
L2D2L2D1L3,22,0.000003422189977588
L6D5L2,22,0.000003422189977588
L4D1L3D1L3D1,22,0.000003422189977588
S1L7D6,22,0.000003422189977588
L1S1L1S1L1S1D3,22,0.000003422189977588
L1D1L5D3,22,0.000003422189977588
D1L1D1L3D1L2,22,0.000003422189977588
D1L1D2L5,22,0.000003422189977588
L1D3L1D5,22,0.000003422189977588
L2S1L3S1D4,22,0.000003422189977588
L8S2D2,22,0.000003422189977588
L5D5L4,22,0.000003422189977588
L4D5S2,22,0.000003422189977588
D7L1S2,22,0.000003422189977588
L4D3S1D4,22,0.000003422189977588
L12D1L1,22,0.000003422189977588
L2D9S3,22,0.000003422189977588
L2S1L2S1D3,22,0.000003422189977588
D9L2D1,22,0.000003422189977588
L1D3L3D3,22,0.000003422189977588
L1D1L1D1L1D1L1S1,22,0.000003422189977588
D1L6,22,0.000003422189977588
S1L2D6S1,22,0.000003422189977588
L3D4S1L4S1L3,22,0.000003422189977588
L6D3S1D3,22,0.000003422189977588
L2D1L4S1,22,0.000003422189977588
D1L1D2L3D1,22,0.000003422189977588
L4S1L4S1D3,22,0.000003422189977588
L1D1L3D2L3,22,0.000003422189977588
L6D5S2,22,0.000003422189977588
L2S1L2D8,22,0.000003422189977588
L1D1L1D1L1D2L2,22,0.000003422189977588
S1L3S1D6,22,0.000003422189977588
L1D1L1D1L1D1L1D4,22,0.000003422189977588
D10L4S1,22,0.000003422189977588
D1L2D9,22,0.000003422189977588
D4L9D3,22,0.000003422189977588
L5S1L3D2,22,0.000003422189977588
D2L9D4,22,0.000003422189977588
D1L4D1L2D1,22,0.000003422189977588
L1S1L3D1L3,22,0.000003422189977588
D1S1D14,22,0.000003422189977588
D2,22,0.000003422189977588
D2L1D2L5,22,0.000003422189977588
L3D7S1L3,22,0.000003422189977588
L2D2L2D5,22,0.000003422189977588
D1S1D1S1D1S1D1S1D1,22,0.000003422189977588
L5S1L5D3,22,0.000003422189977588
