structure,freq,,nums
L2D2L3D1L3,6.61535E-06,,3
D1L3D2L4,6.61535E-06,,3
D3L15,6.61535E-06,,3
D1L7S1D1,6.61535E-06,,3
L1D1L1D3L1,6.61535E-06,,3
L5D1L1D2L1,6.61535E-06,,3
L2D1L2D2L1D1L1,6.61535E-06,,3
L4D2L3D2L1,6.61535E-06,,3
L2S1L10,6.61535E-06,,3
L7S1D2S1L1,6.61535E-06,,3
D5L2D5,6.61535E-06,,3
L1D1L3D1L1D4,6.61535E-06,,3
D2L3D2L1D1,6.61535E-06,,3
D4S1D3,6.61535E-06,,3
L3D1L6S1,6.61535E-06,,3
L2D4L1D1L1,6.61535E-06,,3
L1S1L1D1L5,6.61535E-06,,3
L2D1L2D1L1D1L2,6.61535E-06,,3
L2D2L1D1L4,6.61535E-06,,3
L1D2L4S1,6.61535E-06,,3
D4L6D4,6.61535E-06,,3
L9D1L3,6.61535E-06,,3
L2S1D2L3,6.61535E-06,,3
L3D3L2S1,6.61535E-06,,3
L1D2L5S1,6.61535E-06,,3
L1D2L4D2L3,6.61535E-06,,3
L8D1S1D2,6.61535E-06,,3
D1L6D4L1,6.61535E-06,,3
D1L4D1L2D1L1,6.61535E-06,,3
L2D11,6.61535E-06,,3
D1L12D1,6.61535E-06,,3
L1D1L3D1L2D4,6.61535E-06,,3
L1D1L7D1L1D1,6.61535E-06,,3
S1L9D1,6.61535E-06,,3
L2D1L1D1L1D1L1D1L1,6.61535E-06,,3
L1D1S1L2D1,6.61535E-06,,3
L4D2L1D1L2,6.61535E-06,,3
L5S1D2S1D2,6.61535E-06,,3
L1D1L3D1L1D1L1D1,6.61535E-06,,3
L5D3L3D1,6.61535E-06,,3
L6D3L1D1L1,6.61535E-06,,3
L1D1L3D1L1D1L3,6.61535E-06,,3
D2L5D1L2D2,6.61535E-06,,3
L2D6L1D1,6.61535E-06,,3
D1L4D5,6.61535E-06,,3
L1D1L2D2L3,6.61535E-06,,3
D3S1L5,6.61535E-06,,3
L1D5L1D5,6.61535E-06,,3
L1D3L1D1L2D1L2D1L2D1L2,6.61535E-06,,3
L2D1L2D1L4D1,6.61535E-06,,3
L1D3L1D1L1,6.61535E-06,,3
L2D1L5D1L2,6.61535E-06,,3
D2L4D5,6.61535E-06,,3
L1D1L1S1L6,6.61535E-06,,3
D2L5S1D2,6.61535E-06,,3
D6S1L4,6.61535E-06,,3
D2L5D2S1,6.61535E-06,,3
L3D1L9,6.61535E-06,,3
D1L1D8,6.61535E-06,,3
D3S1D2S1D4,6.61535E-06,,3
L4D3L7,6.61535E-06,,3
L2D2L3D2L2,6.61535E-06,,3
L2D1L1D1L3D2,6.61535E-06,,3
L1D1L1D1L3D1L2,6.61535E-06,,3
L6D1L1D1L2,6.61535E-06,,3
L2D3L3D1,6.61535E-06,,3
L6D3L5,6.61535E-06,,3
D1L4S1L2,6.61535E-06,,3
D2L5D2L1,6.61535E-06,,3
L3D3L2D3L1,6.61535E-06,,3
S1L2D1L4,6.61535E-06,,3
L1D3,6.61535E-06,,3
D4L1S1L4,6.61535E-06,,3
L4D1L1S1L1,6.61535E-06,,3
L9D7,6.61535E-06,,3
L1D2L1D2L1D1L1D1,6.61535E-06,,3
L1D2L1D1L1D1L1D1,6.61535E-06,,3
D1L5S1D2,6.61535E-06,,3
S1L4D1L2,6.61535E-06,,3
D2L10D2,6.61535E-06,,3
L3D1L2S2,6.61535E-06,,3
D1L1D2L1D2,6.61535E-06,,3
L1S1L1D1L6,6.61535E-06,,3
D1L2D1L1D4,6.61535E-06,,3
L5S1D2S1L3,6.61535E-06,,3
L1D1L1D1L1D1L1D1L1D1L2,6.61535E-06,,3
D1L5D1S1,6.61535E-06,,3
L2D2L2D1L1D1,6.61535E-06,,3
D3L3S3,6.61535E-06,,3
S1L1S1L1S1L1D1L1D1L1D1L1,6.61535E-06,,3
D1L1D1L6D1,6.61535E-06,,3
D4L15,6.61535E-06,,3
L2D1L2D2L2D1,6.61535E-06,,3
L3D2L1D1L1D1,6.61535E-06,,3
L5D1L2D1L3,6.61535E-06,,3
D1L2D1L2D1L1D1,6.61535E-06,,3
L3D2L3D1L1,6.61535E-06,,3
D3L9D2,6.61535E-06,,3
D3L3S3L3,6.61535E-06,,3
L1D1L3D2L2,6.61535E-06,,3
D1S1L6D1,6.61535E-06,,3
L1D3L1,6.61535E-06,,3
D1L4D1S1,6.61535E-06,,3
L5D1L5D2,6.61535E-06,,3
L2S1L1D1L2D1,6.61535E-06,,3
L1S1L10,6.61535E-06,,3
D4L1D1L1,6.61535E-06,,3
D5L5D1,6.61535E-06,,3
D8S1,6.61535E-06,,3
D2L2D3L2,6.61535E-06,,3
L2D2L1D1L3D1,6.61535E-06,,3
L1D1L2D3L1,6.61535E-06,,3
L6D1L1D1L1D1,6.61535E-06,,3
L10S3,6.61535E-06,,3
L1D1L3D1L1D1L2,6.61535E-06,,3
L4D6S1,6.61535E-06,,3
D6S1L5,6.61535E-06,,3
L1D1L5D1L1D2,6.61535E-06,,3
L1S1L5D4,6.61535E-06,,3
L5S2D1,6.61535E-06,,3
L9D2S2,6.61535E-06,,3
D1L3D1L2D1L1,6.61535E-06,,3
L8S1L1,6.61535E-06,,3
S2D7,6.61535E-06,,3
L3D1L2D2L1,6.61535E-06,,3
L1D1L1S1L5,6.61535E-06,,3
L4S2D3S1,6.61535E-06,,3
L2D2L2S1,6.61535E-06,,3
L4D1L3D3,6.61535E-06,,3
L8D2L4,6.61535E-06,,3
L3D1L1D2L2,6.61535E-06,,3
L6D2L2D2,6.61535E-06,,3
D4L2D5,6.61535E-06,,3
L1D1L1D1L2D1L2D1,6.61535E-06,,3
L3S1L1S1L3,6.61535E-06,,3
L5D2L2S1,6.61535E-06,,3
L2D3S1D2,6.61535E-06,,3
L1D6L4,6.61535E-06,,3
L2D2L1D1L1D3,6.61535E-06,,3
L4S1L3D4,6.61535E-06,,3
L3D1S1D2,6.61535E-06,,3
D2L14,6.61535E-06,,3
L1D1L6D2L1,6.61535E-06,,3
D3L7D3,6.61535E-06,,3
L3D2L1D1L3,6.61535E-06,,3
L4D9,6.61535E-06,,3
D4L2D4L2,6.61535E-06,,3
D2L6S2L2,6.61535E-06,,3
L3D8L1,6.61535E-06,,3
L6D2S1L2,6.61535E-06,,3
L2D2L1S1L2,6.61535E-06,,3
S1L6S1D3,6.61535E-06,,3
L2D1L1D1L2D2,6.61535E-06,,3
L4D1L4D2L1,6.61535E-06,,3
D1L2D1L2D1,6.61535E-06,,3
L2S1L2S1D4,6.61535E-06,,3
D1L2D1L1D2L1D1L1,6.61535E-06,,3
L9S1D4,6.61535E-06,,3
D1L4D1L4D1,6.61535E-06,,3
L3S1D2S1L3,6.61535E-06,,3
L1S1L9,6.61535E-06,,3
L5D2L2D1,6.61535E-06,,3
D2L11D2,6.61535E-06,,3
L2D8L1,6.61535E-06,,3
L4D1S1D1,6.61535E-06,,3
D7L1S1,6.61535E-06,,3
L1D1L2D1L4D1L1,6.61535E-06,,3
L3S1L6D2,6.61535E-06,,3
L13D2S1,6.61535E-06,,3
L4D1L1D1L1D1L1,6.61535E-06,,3
L7S2D1,6.61535E-06,,3
D8L6,6.61535E-06,,3
L3S1L4S1D2,6.61535E-06,,3
L6D1L2D2,6.61535E-06,,3
L2D4L3S1,6.61535E-06,,3
L5S1L3D1,6.61535E-06,,3
S1L2D3L3,6.61535E-06,,3
L4D1S1D1S1,6.61535E-06,,3
D3L1S1L3S1L7,6.61535E-06,,3
L4D7L1,6.61535E-06,,3
L2D1L7D1L1,6.61535E-06,,3
S1L10,6.61535E-06,,3
D1L1D1L3D1L2,6.61535E-06,,3
L1D2L2D2L3,6.61535E-06,,3
L1D2L6D3,6.61535E-06,,3
D1L4D2L3,6.61535E-06,,3
L1D1L3D1L6,6.61535E-06,,3
L4D1S1D4,6.61535E-06,,3
L1D2L7D2,6.61535E-06,,3
L2D1L2D1L5D1,6.61535E-06,,3
L2D7L1,6.61535E-06,,3
L1D2L6D2,6.61535E-06,,3
D2L1D2L1D1,6.61535E-06,,3
L1D1L2D1L4D1L2,6.61535E-06,,3
L3D3S1L3D1,6.61535E-06,,3
L1D1L1D1L1D1L1D1S1,6.61535E-06,,3
L1D1L2D2L2D1,6.61535E-06,,3
D1L2D1L2D1L1D1L1,6.61535E-06,,3
L1D1L1D2L3D1,6.61535E-06,,3
L1D1L2D1L1D1L1S1,6.61535E-06,,3
L1D1L4D1L1D1L3,6.61535E-06,,3
L1D1L3D1L3D1L1,6.61535E-06,,3
S2L5,6.61535E-06,,3
L2D1L2D1L3D3,6.61535E-06,,3
D2L3S1,6.61535E-06,,3
D1L2D1L4D1L1,6.61535E-06,,3
L7S1L7,6.61535E-06,,3
L2D1L1D1L7,6.61535E-06,,3
L2S1L2D1L4,6.61535E-06,,3
L4S1L1D4,6.61535E-06,,3
D4L3D1L2,6.61535E-06,,3
L3S1D3L3S1,6.61535E-06,,3
D1S1L1D2L1S1D1L1,6.61535E-06,,3
D1L3D2L5,6.61535E-06,,3
L1D1L1D1L1D1L1S1,6.61535E-06,,3
D1L1D2L2D1,6.61535E-06,,3
L1D2L1D2L4,6.61535E-06,,3
D1L3D5,6.61535E-06,,3
L1D1L1D1L3D2L1,6.61535E-06,,3
L2D1L1D2L1,6.61535E-06,,3
L3S1L3S1L3D4,6.61535E-06,,3
L1D1L1D2L1D2L1,6.61535E-06,,3
D1L15,6.61535E-06,,3
L1D2L1D1L7,6.61535E-06,,3
L1D1L2S1D3,6.61535E-06,,3
L1D1L1D1L3D1L1,6.61535E-06,,3
D8L5,6.61535E-06,,3
L4D1L3S2,6.61535E-06,,3
D10L4,6.61535E-06,,3
D1L1D1L1D1L2D1,6.61535E-06,,3
L2D1L10,6.61535E-06,,3
L7S1D3S1,6.61535E-06,,3
L5S1L1D2,6.61535E-06,,3
L6S1L4D1,6.61535E-06,,3
L2D2L3S1,6.61535E-06,,3
L2D1L8D1,6.61535E-06,,3
L9D3S1,6.61535E-06,,3
L2D1L6D2,6.61535E-06,,3
L16D4,6.61535E-06,,3
L4D1S2,6.61535E-06,,3
L1D1L6D1L3,6.61535E-06,,3
L2D2L1D2L1D1,6.61535E-06,,3
D5L3S1,6.61535E-06,,3
S2L4D2,6.61535E-06,,3
D5L1D3,6.61535E-06,,3
D2L2D1L2D2,6.61535E-06,,3
L4D2L2D4,6.61535E-06,,3
L4S1L3S1D2,6.61535E-06,,3
D3L7D1,6.61535E-06,,3
D2L9D2,6.61535E-06,,3
L2D1L2D1S1,6.61535E-06,,3
D1L6D1L2D1,6.61535E-06,,3
L1S1L7D1,6.61535E-06,,3
L2D1L3D1L2D1L2,6.61535E-06,,3
L2D1L2D1L3D1L2,6.61535E-06,,3
L1D2L6D1,6.61535E-06,,3
L1D5L6,6.61535E-06,,3
L2S2D4,6.61535E-06,,3
L4D1L1D5,6.61535E-06,,3
S3L3D4,6.61535E-06,,3
L6D2L5D2,6.61535E-06,,3
L6D5S1,6.61535E-06,,3
L1S1L1D7,6.61535E-06,,3
D1L2D2L2D3,6.61535E-06,,3
L1D1L1D1L1D2L1D2,6.61535E-06,,3
L6S3D2,6.61535E-06,,3
L4D1L4S2,6.61535E-06,,3
D6S1D1,6.61535E-06,,3
D2L4S2,6.61535E-06,,3
L2D2L3D1S1,6.61535E-06,,3
L1D2L2D1L3D1,6.61535E-06,,3
D1L5D2L4,6.61535E-06,,3
L2D2L2D2L4,6.61535E-06,,3
D2L1D1L1D4L1,6.61535E-06,,3
L1D2L3D3,6.61535E-06,,3
L3S1L3D1L2,6.61535E-06,,3
S1L9S1D1,6.61535E-06,,3
D4L1D1L1D1L2,6.61535E-06,,3
L3S1L5D3,6.61535E-06,,3
L2D2L1D2L2,6.61535E-06,,3
D1L1D1L1D1L1D1L1D2,6.61535E-06,,3
L6D1L6,6.61535E-06,,3
L2D1L1D2L3,6.61535E-06,,3
L1S1L1D4,6.61535E-06,,3
L1S1L4S1L1,6.61535E-06,,3
L3D3L3D2,6.61535E-06,,3
L2S1D4L2,6.61535E-06,,3
L5D1L1D1L1D1,6.61535E-06,,3
L3S1L1D3,4.41023E-06,,2
L2D1L4D1L1D1L2,4.41023E-06,,2
L1S1L2S1,4.41023E-06,,2
L1S1L4S1D2L1,4.41023E-06,,2
L3D4S1L3S1,4.41023E-06,,2
L2S1D1L5,4.41023E-06,,2
L1D1L2D1L2D1L1S1,4.41023E-06,,2
L1D1S1L7,4.41023E-06,,2
L3D1L4S1L2,4.41023E-06,,2
L2D4L1D5,4.41023E-06,,2
L1D2L3D1L1D1L1,4.41023E-06,,2
L7D2L4D1,4.41023E-06,,2
L3D1L2S1D1L4,4.41023E-06,,2
L2D1L4D2S1,4.41023E-06,,2
L2D1L2D1L1S2,4.41023E-06,,2
S1D5L2,4.41023E-06,,2
L5D3L6,4.41023E-06,,2
D2L1D6,4.41023E-06,,2
D1L6S2,4.41023E-06,,2
D1L2D2L2,4.41023E-06,,2
L4S2L3S2L2,4.41023E-06,,2
L1D2L1D1L2D1L1,4.41023E-06,,2
L1D1L2D2L4D1L1,4.41023E-06,,2
L4D4L7,4.41023E-06,,2
L3D2L3D2L1,4.41023E-06,,2
L5D4L2S1,4.41023E-06,,2
L2D1L2D1L2D3,4.41023E-06,,2
D1L3D2L1,4.41023E-06,,2
D1L2D1L1D1L1D1L1,4.41023E-06,,2
L6D1L1S1,4.41023E-06,,2
L4D1L1D2L2,4.41023E-06,,2
L1D1L2D2L1S1,4.41023E-06,,2
L12D6,4.41023E-06,,2
D3L3D1L2,4.41023E-06,,2
L3D1L1S1D2,4.41023E-06,,2
L2D1L1D1L1D1L1D1L2,4.41023E-06,,2
L4D4S1D2,4.41023E-06,,2
D1L3D3S1,4.41023E-06,,2
L3S1L2D6,4.41023E-06,,2
L7S1L2D2,4.41023E-06,,2
D1L3D1L7,4.41023E-06,,2
D3L1D1L1D2L2,4.41023E-06,,2
D2L2D2L2D1L1,4.41023E-06,,2
S1L1S1L1D1L1D1L1,4.41023E-06,,2
L6S3D1,4.41023E-06,,2
L5D4S1D2,4.41023E-06,,2
D1L13D1,4.41023E-06,,2
L5D2L1D1L1,4.41023E-06,,2
L2D3L1D1L5,4.41023E-06,,2
L8S1L4,4.41023E-06,,2
D2S1L3,4.41023E-06,,2
L5D1L4D1L3,4.41023E-06,,2
L3D1L1D3S1,4.41023E-06,,2
L1D1L1D2L5,4.41023E-06,,2
L1S1L4S1L2D1,4.41023E-06,,2
L7D3L3,4.41023E-06,,2
L5S1D2S1L1,4.41023E-06,,2
L1S1L4S1L5,4.41023E-06,,2
L4D2L4S2,4.41023E-06,,2
D2L2D1L5,4.41023E-06,,2
D1S1L3S1L5,4.41023E-06,,2
D2L5D5,4.41023E-06,,2
L1D2L3D4,4.41023E-06,,2
L4S1L2S1L4,4.41023E-06,,2
L4D1L1D1L2D1L2,4.41023E-06,,2
L1S1L3S1L2,4.41023E-06,,2
L2S1D1L3,4.41023E-06,,2
L2D2L2D1L3D2,4.41023E-06,,2
L1D1L2S1L1,4.41023E-06,,2
L3S1D3S1D2,4.41023E-06,,2
D1L8D1S1,4.41023E-06,,2
L2D2L1D2L1D2,4.41023E-06,,2
L8D3L3,4.41023E-06,,2
L4D1L1S1L2,4.41023E-06,,2
L3S1L5S1L2,4.41023E-06,,2
S1L6D4S1,4.41023E-06,,2
L1D1L3D3L1,4.41023E-06,,2
L1D1L1S1D5,4.41023E-06,,2
L6S2D4,4.41023E-06,,2
L2D1L3D1L1S2,4.41023E-06,,2
L4S1L3S1L3D3,4.41023E-06,,2
L2D2S1L2D2,4.41023E-06,,2
L3D1L1D2L3,4.41023E-06,,2
L3D3S1L5,4.41023E-06,,2
L2S1L5D2,4.41023E-06,,2
D4L4S1L3,4.41023E-06,,2
D2L2D1L1D4,4.41023E-06,,2
L1D1L1D1S2,4.41023E-06,,2
L1D1L4D1L1S1,4.41023E-06,,2
S1D1L7D1S1,4.41023E-06,,2
S1L4D4S1,4.41023E-06,,2
L1D1L5S1L7,4.41023E-06,,2
D2L6D2L1D1,4.41023E-06,,2
D1L2D1L2D1L2D1L1,4.41023E-06,,2
L1D2L3D1L3,4.41023E-06,,2
D11L2,4.41023E-06,,2
L6D2L6D2,4.41023E-06,,2
L2D1L1D1L1D1L1D1L3,4.41023E-06,,2
L1S1L3S1L4,4.41023E-06,,2
L3D1L3D1S1,4.41023E-06,,2
L5S1L3S1L7,4.41023E-06,,2
L7D10,4.41023E-06,,2
D1L1D1L1D1L1S1L1S1L1,4.41023E-06,,2
D1L4D1L4D1L4,4.41023E-06,,2
L8D2S2L3S1,4.41023E-06,,2
D2L2D2L4,4.41023E-06,,2
L3S1L5S1,4.41023E-06,,2
L5D1L4S1D1,4.41023E-06,,2
L6D3L1D2,4.41023E-06,,2
L6D4L3,4.41023E-06,,2
D1L1D1L3D1L2D1L2,4.41023E-06,,2
L6S3L2S3,4.41023E-06,,2
L3S1L3D3,4.41023E-06,,2
S1L3D2L3D2,4.41023E-06,,2
D7L1D1L1D3L1,4.41023E-06,,2
L10D3L7,4.41023E-06,,2
D3L4D2L1,4.41023E-06,,2
D4L6S1D1,4.41023E-06,,2
L4S1L5D1,4.41023E-06,,2
L3S1L4D3,4.41023E-06,,2
L1D1L2S1L4,4.41023E-06,,2
S1D10S1,4.41023E-06,,2
L1D2L5D1L3,4.41023E-06,,2
L1S1L9D1,4.41023E-06,,2
L4D1L2D5,4.41023E-06,,2
D4L2D1L5,4.41023E-06,,2
L3S1D3L2S1,4.41023E-06,,2
L2D3L2D1L1,4.41023E-06,,2
L4S1L4D2S1,4.41023E-06,,2
L5D4S1L3S1,4.41023E-06,,2
L2S1L3D3,4.41023E-06,,2
S4L4S4,4.41023E-06,,2
L1D1L1D2S1D1L1D1S1,4.41023E-06,,2
S1D4L4,4.41023E-06,,2
D3L2D1L6,4.41023E-06,,2
S2L5S2,4.41023E-06,,2
L2D2L1D1L1D4,4.41023E-06,,2
D2L1D1L1D2,4.41023E-06,,2
L1D1L2D1L3S1,4.41023E-06,,2
L6D1S3,4.41023E-06,,2
L1D1L4S1L1,4.41023E-06,,2
L3D1L4D3,4.41023E-06,,2
L3D1L2D1L1S1,4.41023E-06,,2
L1S1D1L5D2,4.41023E-06,,2
L7S1L3S1D2,4.41023E-06,,2
L1D2L2D1L2D1,4.41023E-06,,2
L1D1L1D1L2D1L1D1L2,4.41023E-06,,2
L1D2L1D6,4.41023E-06,,2
L4D2L1D3S1,4.41023E-06,,2
D2L1D2L1D1L2,4.41023E-06,,2
L4D1L2S1L4,4.41023E-06,,2
D1L3S1L3S1L2,4.41023E-06,,2
S1D7S1,4.41023E-06,,2
D2L2D2L6,4.41023E-06,,2
L2D5L2D3,4.41023E-06,,2
D2L1D2L2D1,4.41023E-06,,2
L2D2L3D6,4.41023E-06,,2
L2D1L1D1L3D1L1,4.41023E-06,,2
D2L2D2L2S1,4.41023E-06,,2
L3D3L2D2L2,4.41023E-06,,2
L5D1L1D1L1D1L1D1,4.41023E-06,,2
L3D4L1D1L1,4.41023E-06,,2
L3D1L2D2L3,4.41023E-06,,2
L6D1L6D1,4.41023E-06,,2
D3L1D1L1D3,4.41023E-06,,2
D2L4S1D2,4.41023E-06,,2
D2L2D1L4,4.41023E-06,,2
L4S1L3S1D3,4.41023E-06,,2
D1L2D3L3,4.41023E-06,,2
S1L7S1D2,4.41023E-06,,2
L3D1L5D3,4.41023E-06,,2
L2D1L9D1,4.41023E-06,,2
L2S1L2D2L1D2,4.41023E-06,,2
L1D1L3D1L2S1,4.41023E-06,,2
L2D1L3D1S2,4.41023E-06,,2
L6D4L1D1,4.41023E-06,,2
L1D1L1D1L1D1L4,4.41023E-06,,2
L6S1D6,4.41023E-06,,2
L1D1L1D1L4D2,4.41023E-06,,2
D2L3D4L3,4.41023E-06,,2
L1D1L1D1L2D5,4.41023E-06,,2
L3D1L2D1L3D1,4.41023E-06,,2
S1L1D1L1D1L1D1L1,4.41023E-06,,2
L1S1L1S1L1S1D2,4.41023E-06,,2
D3L4D1L1,4.41023E-06,,2
L3D1S1L3S1L3,4.41023E-06,,2
S1D2S1D2L3,4.41023E-06,,2
L5S1L2D4,4.41023E-06,,2
L2S2L2D2,4.41023E-06,,2
L6S1L3S1D1,4.41023E-06,,2
L1S1L3D1L2D4,4.41023E-06,,2
S2L2D2L2S2,4.41023E-06,,2
L5S1L4D1L1,4.41023E-06,,2
L6D3S1L3S1,4.41023E-06,,2
S1D1L7S1D1,4.41023E-06,,2
L3D4L2D3,4.41023E-06,,2
D2L2D1L2D1L1,4.41023E-06,,2
D4L2D1L1S1,4.41023E-06,,2
L3S1L3S1L3S1,4.41023E-06,,2
L6S1D2L1,4.41023E-06,,2
L1D7L4,4.41023E-06,,2
L2S1D3L2,4.41023E-06,,2
D8S1L2,4.41023E-06,,2
D1L2D1L2D2L1,4.41023E-06,,2
L2D4L3D1L2,4.41023E-06,,2
L1S1L4S1L2,4.41023E-06,,2
D6L5S1,4.41023E-06,,2
L1D1L3D1L1D1L3D1,4.41023E-06,,2
L6S1L2D2,4.41023E-06,,2
D1S1L5D1,4.41023E-06,,2
L4S1L6S1,4.41023E-06,,2
S2L8D1,4.41023E-06,,2
S1L3D3S1,4.41023E-06,,2
L1D2L2D5,4.41023E-06,,2
L1S1L3S1L1D1L4,4.41023E-06,,2
L1D1L2D1L3D2L1,4.41023E-06,,2
L2D2L3D1L3D1,4.41023E-06,,2
D2S1L6S1D2,4.41023E-06,,2
L3D1L5D2,4.41023E-06,,2
L1D5L4,4.41023E-06,,2
D2S1L4,4.41023E-06,,2
L5D2S1D2,4.41023E-06,,2
L4S2D3,4.41023E-06,,2
D3L5D1L1,4.41023E-06,,2
L3D2S3,4.41023E-06,,2
D1L1D1L1D1L3D1L1,4.41023E-06,,2
L2D2L5D3,4.41023E-06,,2
L1D1L3D2L2D1,4.41023E-06,,2
L2D1S1D1L1D1L4,4.41023E-06,,2
D1L2D6,4.41023E-06,,2
S1D8L1,4.41023E-06,,2
L3S1D4S1,4.41023E-06,,2
L4S1L3S1L5,4.41023E-06,,2
L4D1L2D1L2D1L1,4.41023E-06,,2
D1L1D2L1D2L1D1,4.41023E-06,,2
S1L4S1D2,4.41023E-06,,2
L3D1L4D1L1D1L1,4.41023E-06,,2
S1L4S1L6,4.41023E-06,,2
D1L1D6L1,4.41023E-06,,2
D1L6D2L1,4.41023E-06,,2
L2D1L3D1L4D1,4.41023E-06,,2
L1D7L1D3,4.41023E-06,,2
L2D3L5D2,4.41023E-06,,2
L1D2L1D5,4.41023E-06,,2
D6L1D3L1,4.41023E-06,,2
L2D7L4,4.41023E-06,,2
D1L1D1L1D1L1D1L2D1,4.41023E-06,,2
L2D1L6D2L1,4.41023E-06,,2
L2D3L1S1D5,4.41023E-06,,2
L2D1L6D3,4.41023E-06,,2
D8L8,4.41023E-06,,2
L2D1L1D1L1D3,4.41023E-06,,2
S6D6,4.41023E-06,,2
D1L1D1L6S1,4.41023E-06,,2
L3D4S1L1,4.41023E-06,,2
L4D6L4,4.41023E-06,,2
L2D3S1L2,4.41023E-06,,2
D2L5S2,4.41023E-06,,2
L1D1L2D1L2D1L2D1L1,4.41023E-06,,2
S1D1L5D4,4.41023E-06,,2
L1S1L1S1L1S1,4.41023E-06,,2
D1L3D1L2D1L3,4.41023E-06,,2
D1L5S1L1,4.41023E-06,,2
S1L5S1D4,4.41023E-06,,2
L2D1L7S1,4.41023E-06,,2
D4L4D2L1,4.41023E-06,,2
S1L4D2L4D1,4.41023E-06,,2
L1S1L5D1L3,4.41023E-06,,2
L1D1L2D3L3,4.41023E-06,,2
L2S1L2D1L3,4.41023E-06,,2
L10D2L2,4.41023E-06,,2
L2D2L1D2L2D1L1,4.41023E-06,,2
L1D1L2D1L6,4.41023E-06,,2
L3S1L2S1L1,4.41023E-06,,2
L3D1S3,4.41023E-06,,2
D2L1D2L1D1L3,4.41023E-06,,2
L3D2L4D1L1,4.41023E-06,,2
S2L11,4.41023E-06,,2
L2D1L4D2L1D1,4.41023E-06,,2
L8S1L1D1,4.41023E-06,,2
L1D1L1D1L1D1L3D1,4.41023E-06,,2
S2L7S1,4.41023E-06,,2
D4S1L1D1L1D1L2,4.41023E-06,,2
L3D1L3S1L2,4.41023E-06,,2
D1L6S1D1,4.41023E-06,,2
L1S1L6S1,4.41023E-06,,2
L5S1L2D2,4.41023E-06,,2
L4S1L3S1,4.41023E-06,,2
L5S1L4S1,4.41023E-06,,2
L5S1D2L3,4.41023E-06,,2
L2D4L4D1,4.41023E-06,,2
L2D1L2D6,4.41023E-06,,2
L7D3S1D1,4.41023E-06,,2
S1L1D1L5D1S1,4.41023E-06,,2
L7D1S3,4.41023E-06,,2
D4L1D2L1D1L2D1,4.41023E-06,,2
D2L2D1L3D1,4.41023E-06,,2
L2D9L1,4.41023E-06,,2
D1L1D2L3D2L1,4.41023E-06,,2
S1L3S1L1,4.41023E-06,,2
L8D2S1L3S2,4.41023E-06,,2
D1L3D2L3,4.41023E-06,,2
L1S1L1D1L1S1L1D1,4.41023E-06,,2
L2D1L4D1L2D1L1,4.41023E-06,,2
L1D4L1D1L1,4.41023E-06,,2
S1D3L5,4.41023E-06,,2
D6L1D3,4.41023E-06,,2
L1D6L5,4.41023E-06,,2
L3D4S1L2,4.41023E-06,,2
D4L1D1L4,4.41023E-06,,2
D2L7D1L1,4.41023E-06,,2
D8S1D3,4.41023E-06,,2
D1L4D2L2D1L1,4.41023E-06,,2
L3D2L2D3,4.41023E-06,,2
L1D2L1D3L1,4.41023E-06,,2
L5D3L2D2,4.41023E-06,,2
L5D2L5D2,4.41023E-06,,2
L2S1L3S1D3,4.41023E-06,,2
D2S1D2L1D1,4.41023E-06,,2
L2D3L3D4,4.41023E-06,,2
S1L1D6L1S1,4.41023E-06,,2
L5D2S1D4,4.41023E-06,,2
D3L5D2L1,4.41023E-06,,2
L1D1L7D3,4.41023E-06,,2
L2D1L1D1L3D1,4.41023E-06,,2
L4D1L2D2L1,4.41023E-06,,2
L6D1L8,4.41023E-06,,2
L1D3L5D1,4.41023E-06,,2
D2S1L4S1D2,4.41023E-06,,2
S1L8S1D2,4.41023E-06,,2
D2L3D5,4.41023E-06,,2
L2D1S1L5,4.41023E-06,,2
D6L1D1L2,4.41023E-06,,2
D6S3,4.41023E-06,,2
L5S1L1D1L1D1L1S1,4.41023E-06,,2
L1D2L4D4,4.41023E-06,,2
L1S1L1S1L1S1L1S1L1S1L1S1,4.41023E-06,,2
L2D2S1L4,4.41023E-06,,2
D2L2D1L1D2L1,4.41023E-06,,2
L1D1L2S1L2S1,4.41023E-06,,2
D1L2D1L1D1L1D4,4.41023E-06,,2
S1L5S1D1,4.41023E-06,,2
L5D1L2D1S1,4.41023E-06,,2
L5D2S1L1,4.41023E-06,,2
D2L2D2L1D2,4.41023E-06,,2
L4D3L1D2L1,4.41023E-06,,2
L1D2L4D2L1,4.41023E-06,,2
S1D6,4.41023E-06,,2
L3D7L2,4.41023E-06,,2
L1D1L1D2L1D1L2D1,4.41023E-06,,2
L1S1D7,4.41023E-06,,2
D2L8S2,4.41023E-06,,2
L3S1L3S1L3D2,4.41023E-06,,2
L5D1L1D5,4.41023E-06,,2
L2D1L2D1L3D1L1,4.41023E-06,,2
L5D3L1D1,4.41023E-06,,2
L3D3L1S2,4.41023E-06,,2
L11D1S1,4.41023E-06,,2
L4D1L4D1S1,4.41023E-06,,2
L1S1L1D1L4,4.41023E-06,,2
D7L3S1,4.41023E-06,,2
D1L1D1L1D1L1S1L1S1L1S1L1,4.41023E-06,,2
D1L3D3L3,4.41023E-06,,2
L1D1L1D6,4.41023E-06,,2
L2S1L3S1L9,4.41023E-06,,2
L1D1L1D1L7D1,4.41023E-06,,2
